src,dst,weight
rob,steal,1.0035
shiver,cold,1.0035
stump,tree,1.0035
buckle,belt,1.0005
dog,cat,1.0005
geometry,math,1.0005
joyous,happy,1.0005
hawk,bird,0.99675
chlorine,pool,0.996
eternity,forever,0.996
fuel,gas,0.996
pepsi,cold,0.996
plaything,toy,0.996
astrology,star,0.993
gallop,horse,0.993
jet,plane,0.993
regulations,rules,0.993
rich,poor,0.993
twinkle,star,0.993
cheddar,cheese,0.9915
man,woman,0.99
scrambled,eggs,0.99
sleepy,tired,0.99
tusk,elephant,0.99
gorilla,ape,0.98955
celebration,party,0.987
mower,lawn,0.987
niece,nephew,0.987
steeple,church,0.987
high,low,0.9825
juice,orange,0.9825
socks,shoes,0.9825
white,black,0.9825
chemistry,science,0.9816
respiration,breathe,0.981
i,me,0.9795
truthful,honest,0.9795
upstairs,downstairs,0.9795
clock,time,0.978
communicate,talk,0.978
feud,fight,0.978
attire,clothes,0.9765
credit,card,0.9765
halo,angel,0.9765
green,color,0.975
tiny,small,0.975
ghoul,ghost,0.9735
zoo,animal,0.9735
male,female,0.972
braces,teeth,0.9705
bumper,car,0.9705
equation,math,0.9705
pigeon,bird,0.969
africa,continent,0.968581
slacks,pants,0.966
famished,hungry,0.9645
quill,pen,0.9645
arctic,cold,0.963
conversation,talk,0.963
leaf,tree,0.963
pine,tree,0.963
verb,noun,0.963
erupt,volcano,0.9615
aids,disease,0.960141
husk,corn,0.96
repair,fix,0.96
forgive,forget,0.9585
atomic,bomb,0.957
bed,sleep,0.957
offense,defense,0.957
silver,gold,0.957
pet,dog,0.9555
comb,brush,0.954
fright,scare,0.954
big,small,0.9525
circle,square,0.9525
harm,hurt,0.9525
option,choice,0.9525
poach,eggs,0.9525
eight,nine,0.951
sad,happy,0.951
skeleton,bone,0.951
slither,snake,0.951
bulletin,board,0.9495
robin,bird,0.9495
spotless,clean,0.9495
vacate,leave,0.9495
here,there,0.948
stallion,horse,0.948
touchdown,football,0.948
jazz,music,0.94605
ball,bounce,0.945
diamond,ring,0.945
follow,lead,0.945
hinge,door,0.945
more,less,0.945
paste,glue,0.945
wallet,money,0.945
antique,old,0.943526
bait,fish,0.9435
corn,food,0.9435
crocodile,alligator,0.9435
escargot,snail,0.9435
less,more,0.9435
stone,rock,0.9435
forest,tree,0.942
happy,sad,0.942
parrot,bird,0.942
sneaker,shoe,0.942
positive,negative,0.9405
scent,smell,0.9375
unsolved,mystery,0.9375
clarinet,instrument,0.9363
rays,sun,0.936
frosting,cake,0.9345
flood,water,0.933
nail,hammer,0.933
rake,leaves,0.933
chapel,church,0.9315
even,odd,0.9315
flunk,fail,0.9315
shortcake,strawberry,0.9315
groom,bride,0.93
honk,horn,0.93
depart,leave,0.9285
awake,asleep,0.927
slip,fall,0.927
toss,throw,0.927
sock,shoe,0.9255
bible,book,0.9243
beetle,bug,0.924
clever,smart,0.9225
entrance,exit,0.9225
faucet,water,0.9225
quiver,shake,0.9225
stop,go,0.9225
abhor,hate,0.921053
chapter,book,0.921
dilemma,problem,0.921
men,women,0.921
roar,lion,0.921
romance,love,0.921
spoon,fork,0.921
aorta,heart,0.920319
nauseous,sick,0.9195
sober,drunk,0.9195
splash,water,0.9195
conclusion,ending,0.918
joke,laugh,0.918
kinetic,energy,0.918
once,twice,0.918
empty,full,0.9165
shingle,roof,0.9165
desire,want,0.915
dandelion,flower,0.91395
bubble,gum,0.9135
dusk,dawn,0.9135
immediate,now,0.9135
fib,lie,0.912
novel,book,0.912
profit,money,0.912
construct,build,0.9105
ancient,old,0.909
crackle,pop,0.909
large,small,0.909
planet,earth,0.909
swift,fast,0.909
wager,bet,0.909
frame,picture,0.90825
employment,job,0.9075
follower,leader,0.9075
toe,foot,0.9075
vine,grape,0.9075
weary,tired,0.9075
cancer,disease,0.90735
english,language,0.90735
afraid,scare,0.906
blaze,fire,0.906
isolated,alone,0.906
broth,soup,0.9045
celebrate,party,0.9045
climber,mountain,0.9045
negative,positive,0.9045
prim,proper,0.9045
rodent,rat,0.9045
sting,bee,0.9045
vase,flower,0.9045
pelican,bird,0.903
migraine,headache,0.90225
sprain,ankle,0.9015
suds,soap,0.9015
brawl,fight,0.9
dislike,hate,0.9
speak,talk,0.9
winner,loser,0.9
need,want,0.8985
fast,slow,0.897
mother,father,0.8955
pedestrian,walk,0.8955
macaroni,cheese,0.894
spend,money,0.894
transportation,car,0.8925
woman,man,0.8925
young,old,0.8925
circus,clown,0.891
difficult,hard,0.891
pen,pencil,0.891
pork,pig,0.891
pull,push,0.891
yacht,boat,0.891
bloom,flower,0.8895
cafeteria,food,0.8895
stupid,dumb,0.8895
doorbell,ring,0.888
flee,run,0.888
weapon,gun,0.888
diaper,baby,0.8865
downstairs,upstairs,0.8865
several,many,0.8865
giggle,laugh,0.885
groceries,food,0.885
bullet,gun,0.8835
embrace,hug,0.8835
sail,boat,0.8835
tale,story,0.8835
adam,eve,0.882353
blubber,fat,0.882
inside,outside,0.8805
jaws,shark,0.8805
powerful,strong,0.8805
republican,democrat,0.8805
atom,bomb,0.879
fountain,water,0.879
son,daughter,0.879
cheerful,happy,0.8775
cub,bear,0.8775
flu,sick,0.8775
helium,gas,0.87705
esteem,self,0.876
mustard,ketchup,0.876
adore,love,0.874799
adorable,cute,0.873647
brief,short,0.873
easy,hard,0.873
down,up,0.8715
tug,pull,0.87
annual,yearly,0.869971
antlers,deer,0.867961
apology,sorry,0.867
tickle,laugh,0.867
tile,floor,0.867
yell,scream,0.867
full,empty,0.8655
photo,picture,0.8655
purchase,buy,0.8655
alter,change,0.86486
boulevard,street,0.86445
now,later,0.864
come,go,0.8625
flesh,skin,0.8625
last,first,0.8625
pun,joke,0.8625
ship,boat,0.8625
uranus,planet,0.8625
mushroom,fungus,0.86205
wood,burn,0.86205
zest,soap,0.861
dinner,meal,0.8598
lime,lemon,0.8595
antler,deer,0.859099
buyer,seller,0.858
brunette,blonde,0.8565
intoxicate,drunk,0.8565
peel,orange,0.8565
saloon,bar,0.8565
frigid,cold,0.855
mare,horse,0.855
bark,dog,0.8535
quail,bird,0.8535
antiquated,old,0.85214
dune,sand,0.852
enter,exit,0.852
numerous,many,0.852
scout,boy,0.852
serpent,snake,0.852
spades,cards,0.852
bunny,rabbit,0.85125
actual,real,0.850746
scream,yell,0.8505
allowance,money,0.849462
college,school,0.8493
instructor,teacher,0.849
nine,ten,0.849
proton,neutron,0.849
rapid,fast,0.849
bats,fly,0.8484
bird,chirp,0.8484
bird,pet,0.8484
bones,break,0.8484
cat,meow,0.8484
chocolate,melt,0.8484
donuts,eaten,0.8484
fish,pets,0.8484
humans,change,0.8484
humans,heal,0.8484
lamp,illuminate,0.8484
muscle,contract,0.8484
nurse,resuscitate,0.8484
people,imagine,0.8484
people,jump,0.8484
phones,ring,0.8484
poisons,kill,0.8484
sheep,graze,0.8484
student,homework,0.8484
theory,disproven,0.8484
virus,infect,0.8484
alabama,state,0.8484
antarctica,continent,0.8484
anthrax,disease,0.8484
arizona,state,0.8484
august,month,0.8484
baritone,singer,0.8484
bean,vegetable,0.8484
beavers,rodents,0.8484
bed,furniture,0.8484
blackbird,bird,0.8484
bmw,car,0.8484
boredom,emotion,0.8484
bottle,container,0.8484
broiling,cooking,0.8484
bucket,container,0.8484
buddhism,religion,0.8484
bulls,team,0.8484
cabinet,furniture,0.8484
car,vehicle,0.8484
cars,automobiles,0.8484
cheese,noun,0.8484
chickadee,bird,0.8484
chicken,biped,0.8484
chlorophyll,chemical,0.8484
christians,people,0.8484
church,building,0.8484
coffin,box,0.8484
coke,beverage,0.8484
connecticut,state,0.8484
copper,element,0.8484
cotton,fabric,0.8484
dart,object,0.8484
december,month,0.8484
delaware,state,0.8484
dolls,toys,0.8484
doves,birds,0.8484
drugs,substances,0.8484
duplex,housing,0.8484
earwig,insect,0.8484
ecstasy,emotion,0.8484
eukaryoyte,organism,0.8484
fall,season,0.8484
film,medium,0.8484
finland,country,0.8484
flounder,fish,0.8484
foot,measurement,0.8484
ford,company,0.8484
foxes,canines,0.8484
freedom,belief,0.8484
genocide,crime,0.8484
germ,microorganism,0.8484
glass,solid,0.8484
glucose,sugar,0.8484
grass,plant,0.8484
gym,place,0.8484
hawaii,place,0.8484
hemoglobin,chemical,0.8484
hinduism,religion,0.8484
house,shelter,0.8484
housewife,homemaker,0.8484
humans,bipeds,0.8484
hunger,feeling,0.8484
ibm,computer,0.8484
indica,marijuana,0.8484
israel,country,0.8484
israel,democracy,0.8484
jax,game,0.8484
kettles,pots,0.8484
kingfisher,bird,0.8484
lark,bird,0.8484
learning,activity,0.8484
lesbianism,homosexuality,0.8484
listening,activity,0.8484
mango,fruit,0.8484
marmot,animal,0.8484
maryland,state,0.8484
meditation,skill,0.8484
mercury,metal,0.8484
meteorite,meteor,0.8484
microsoft,monopoly,0.8484
midterm,exam,0.8484
mileage,measurement,0.8484
milk,beverage,0.8484
mine,weapon,0.8484
miracle,event,0.8484
mit,college,0.8484
montana,state,0.8484
movies,suspenseful,0.8484
muppets,puppets,0.8484
fund,money,0.8475
infinity,forever,0.8475
loose,tight,0.8475
adrenal,gland,0.84689
bounce,ball,0.846
hard,soft,0.846
murder,kill,0.846
alvin,chipmunk,0.845745
gum,chew,0.8445
mansion,house,0.8445
thin,fat,0.8445
crafts,art,0.843
herd,cow,0.843
stench,smell,0.843
grizzly,bear,0.84225
indoors,outdoors,0.8415
shears,scissors,0.8415
banker,money,0.84
doe,deer,0.83925
cardboard,box,0.8385
dock,boat,0.8385
frankenstein,monster,0.8385
skunk,smell,0.8385
velocity,speed,0.8385
cathedral,church,0.83775
bull,cow,0.837
odd,even,0.837
black,white,0.8355
rely,depend,0.8355
weak,strong,0.8355
helium,balloon,0.834
monopoly,game,0.834
mine,yours,0.8325
kiwi,fruit,0.83175
correct,wrong,0.831
fracture,break,0.831
lend,borrow,0.831
puck,hockey,0.831
demon,devil,0.8295
grandpa,grandma,0.8295
lens,glasses,0.8295
spicy,hot,0.8295
heroin,drug,0.82905
female,male,0.828
glove,hand,0.828
loaf,bread,0.828
dine,eat,0.8265
drowsy,sleep,0.8265
league,baseball,0.8265
pain,hurt,0.8265
comedian,funny,0.825
discussion,talk,0.825
drapes,curtains,0.825
london,city,0.82455
arms,legs,0.8235
glad,happy,0.8235
finished,done,0.8205
hue,color,0.8205
network,television,0.8205
nurse,doctor,0.8205
perch,bird,0.8205
princess,prince,0.8205
recliner,chair,0.8205
butcher,meat,0.819
career,job,0.819
trigonometry,math,0.819
watt,bulb,0.819
labor,work,0.8175
rifle,gun,0.8175
supper,dinner,0.8175
cable,television,0.81675
daisy,flower,0.81675
clarify,clear,0.816
pedal,bike,0.816
sell,buy,0.816
tumble,fall,0.816
banner,flag,0.81525
buddy,friend,0.81525
cavity,tooth,0.8145
fairy,tale,0.8145
film,movie,0.8145
income,money,0.8145
moist,wet,0.8145
mouse,cat,0.8145
navy,army,0.8145
outfit,clothes,0.8145
seat,chair,0.8145
over,under,0.813
budget,money,0.8115
legs,arms,0.8115
poverty,poor,0.8115
rage,anger,0.8115
vent,air,0.8115
text,book,0.81075
island,land,0.80955
aroma,smell,0.8085
demolish,destroy,0.8085
go,stop,0.8085
mattress,bed,0.8085
flute,instrument,0.80805
eternal,forever,0.807
grandma,grandpa,0.807
minor,major,0.807
sister,brother,0.807
spine,back,0.807
heart,muscle,0.8058
corpse,dead,0.8055
taxi,cab,0.8055
cottage,house,0.80535
best,worst,0.804
guardian,parent,0.804
long,short,0.804
lottery,money,0.804
dinner,supper,0.8025
near,far,0.8025
seek,find,0.8025
cop,police,0.801
same,different,0.801
splinter,wood,0.801
stand,sit,0.801
condom,sex,0.7995
dollars,money,0.7995
grasp,hold,0.7995
holler,yell,0.7995
ounce,pound,0.7995
publisher,book,0.7995
toes,feet,0.798
gull,bird,0.7971
true,false,0.7965
whom,who,0.7965
arrow,bow,0.795
scale,weight,0.795
butterfly,insect,0.7941
instruct,teach,0.7935
town,city,0.7935
acre,land,0.792708
algebra,math,0.792288
boulder,rock,0.792
branch,tree,0.792
grammar,english,0.792
recall,remember,0.792
atlas,map,0.7905
calories,fat,0.7905
checkbook,money,0.7905
clean,dirty,0.7905
depressed,sad,0.7905
dime,nickel,0.7905
forget,remember,0.7905
saucer,cup,0.7905
serial,number,0.7905
slow,fast,0.7905
tomorrow,today,0.7905
astronaut,space,0.789
autumn,fall,0.789
conclude,end,0.789
dumb,stupid,0.789
steps,stairs,0.789
trash,garbage,0.789
nicotine,cigarette,0.7875
volcano,erupt,0.7875
crescent,moon,0.786
donor,blood,0.786
fairytale,story,0.786
standing,sitting,0.786
adieu,goodbye,0.785978
duplicate,copy,0.78525
decrease,increase,0.7845
insane,crazy,0.7845
shepherd,sheep,0.7845
swabs,cotton,0.7845
sky,blue,0.783
companion,friend,0.78225
buzz,bee,0.7815
end,begin,0.7815
hanger,clothes,0.7815
hurt,pain,0.7815
marsh,swamp,0.7815
stitch,sew,0.7815
anecdote,story,0.78
back,front,0.78
brilliant,smart,0.78
dictionary,words,0.78
funeral,death,0.78
minus,plus,0.78
snooze,sleep,0.78
stethoscope,doctor,0.78
syringe,needle,0.78
compass,direction,0.7785
garage,car,0.7785
cardinal,bird,0.77745
ballot,vote,0.777
pub,beer,0.777
thigh,leg,0.777
glance,look,0.77625
bacon,eggs,0.7755
cork,wine,0.7755
freezer,cold,0.7755
fudge,chocolate,0.7755
knight,armor,0.7755
mink,coat,0.7755
medical,doctor,0.774
reminiscence,remember,0.774
salary,money,0.774
add,subtract,0.771482
adhesive,glue,0.771429
argument,fight,0.771
draft,beer,0.771
fleet,ships,0.771
precise,exact,0.771
refrain,stop,0.771
reptile,snake,0.771
request,ask,0.771
second,first,0.771
shopping,mall,0.771
slumber,sleep,0.771
wear,clothes,0.771
hurricane,storm,0.77025
morse,code,0.77025
cat,dog,0.7695
cautious,careful,0.7695
envy,jealousy,0.7695
inebriated,drunk,0.7695
motionless,still,0.7695
seller,buyer,0.7695
acquaintance,friend,0.769231
region,area,0.768
airport,plane,0.767051
chef,cook,0.7665
professor,teacher,0.7665
christmas,holiday,0.7653
goodbye,hello,0.765
implode,explode,0.765
pocketbook,purse,0.765
poor,rich,0.765
scuba,dive,0.765
stewardess,airplane,0.765
sty,eye,0.765
umpire,baseball,0.765
hen,chicken,0.76395
elm,tree,0.7635
soft,hard,0.7635
venom,poison,0.7635
loser,winner,0.762
argue,fight,0.7605
bottom,top,0.7605
cigar,smoke,0.7605
dagger,knife,0.7605
democrat,republican,0.7605
early,late,0.7605
eraser,pencil,0.7605
frequent,often,0.7605
hamper,clothes,0.7605
humiliate,embarrass,0.7605
neighbor,friend,0.7605
opening,closing,0.7605
reflect,mirror,0.7605
sofa,couch,0.7605
spoiled,rotten,0.7605
strong,weak,0.7605
subtraction,addition,0.7605
vocabulary,words,0.7605
aged,old,0.760274
listen,hear,0.759
baby,cry,0.75705
broom,sweep,0.756
racket,tennis,0.756
worst,best,0.756
addict,drugs,0.755092
below,above,0.7545
breeze,wind,0.7545
creator,god,0.7545
dam,water,0.7545
drench,wet,0.7545
far,near,0.7545
girls,boys,0.7545
leg,arm,0.7545
shrub,bush,0.7545
syrup,pancakes,0.7545
thanksgiving,turkey,0.7545
tin,can,0.7545
today,tomorrow,0.7545
untrue,false,0.7545
victor,winner,0.7545
whiskers,beard,0.7545
cinnamon,spice,0.75375
agony,pain,0.753583
abel,cain,0.753138
affluent,rich,0.75
aright,okay,0.75
army,navy,0.75
boys,girls,0.75
consider,think,0.75
driveway,car,0.75
evacuate,leave,0.75
flavor,taste,0.75
forward,backward,0.75
kilometer,mile,0.75
me,you,0.75
miner,coal,0.75
observe,watch,0.75
pail,bucket,0.75
railroad,train,0.75
sole,shoes,0.75
united,states,0.75
amphibian,frog,0.747292
antiques,old,0.747253
chocolate,candy,0.747
leather,material,0.74685
hound,dog,0.74625
fantasy,dream,0.7455
inferno,fire,0.7455
mitten,glove,0.7455
outside,inside,0.7455
terrific,great,0.7455
trim,cut,0.7455
ashtray,cigarette,0.744
calculator,math,0.744
select,choose,0.744
skull,head,0.744
waves,ocean,0.744
dry,wet,0.7425
abode,home,0.741036
dairy,milk,0.741
newsstand,paper,0.741
roast,beef,0.741
author,book,0.7395
beverage,drink,0.7395
caffeine,coffee,0.7395
caring,loving,0.7395
exhale,inhale,0.7395
intelligence,smart,0.7395
plead,beg,0.7395
remember,forget,0.7395
run,walk,0.7395
tears,cry,0.7395
toothbrush,toothpaste,0.7395
tortoise,turtle,0.7395
tub,bath,0.7395
adoration,love,0.739437
student,study,0.73905
anatomy,body,0.73682
search,find,0.7365
adored,loved,0.736462
aerosol,spray,0.735409
envelope,letter,0.735
print,write,0.735
receptionist,secretary,0.735
response,answer,0.735
peanut,butter,0.7335
abdomen,stomach,0.732862
insect,bug,0.732
meal,food,0.732
bread,butter,0.7305
fame,fortune,0.7305
girlfriend,boyfriend,0.7305
oregano,spice,0.7305
treble,bass,0.7305
harp,instrument,0.73005
bassinet,baby,0.729
begin,end,0.729
cashier,money,0.729
cent,penny,0.729
ending,beginning,0.729
hum,sing,0.729
leaves,tree,0.729
literature,book,0.729
notion,idea,0.729
shrink,small,0.729
snail,slow,0.729
unite,together,0.729
crowd,people,0.7275
life,death,0.7275
yearly,annually,0.7275
dollar,money,0.72735
lamp,light,0.72675
dozen,twelve,0.726
engagement,marriage,0.726
monotonous,boring,0.726
job,work,0.72525
canyon,grand,0.7245
closet,clothes,0.7245
crayon,color,0.7245
pale,white,0.7245
blend,mix,0.72375
bell,ring,0.72345
jacket,coat,0.723
beneath,under,0.7215
